"id","site","FRic"
"parentsandsibs_vectors.csv","Austronesian",0.813068145227281
"parentsandsibs_vectors.csv","Indo-European",0.233124363949408
"parentsandsibs_vectors.csv","Pama-Nyungan",0.325019322735199
"parentsandsibs_vectors.csv","Papuan",0.842265288209339
"parentsandsibs_vectors.csv","Papuan: Nuclear TNG",0.614630324838112
"parentsandsibs_vectors.csv","Papuan: Other Families",0.228247385187559
"sibling_vectors.csv","Austronesian",0.964802017465132
"sibling_vectors.csv","Indo-European",0.123828927484645
"sibling_vectors.csv","Pama-Nyungan",0.51572023534776
"sibling_vectors.csv","Papuan",0.405799433074366
"sibling_vectors.csv","Papuan: Nuclear TNG",0.387923020587391
"sibling_vectors.csv","Papuan: Other Families",0.276501514380954
"sibsandcousins_vectors.csv","Austronesian",0.963415583350309
"sibsandcousins_vectors.csv","Indo-European",0.113347793500255
"sibsandcousins_vectors.csv","Pama-Nyungan",0.492729598172994
"sibsandcousins_vectors.csv","Papuan",0.394379021472843
"sibsandcousins_vectors.csv","Papuan: Nuclear TNG",0.206194762140694
"sibsandcousins_vectors.csv","Papuan: Other Families",0.0448359266364437
